BUS_STOP_N,BUS_ROOF_N,LOC_DESC,geometry,index_right,OBJECTID,SUBZONE_NO,SUBZONE_N,SUBZONE_C,CA_IND,PLN_AREA_N,PLN_AREA_C,REGION_N,REGION_C,INC_CRC,FMEL_UPD_D,X_ADDR,Y_ADDR,SHAPE_Leng,SHAPE_Area
75471,B04,BLK 602B,POINT (39640.45921715815 38190.2653272748),246,247,1,TAMPINES NORTH,TMSZ01,N,TAMPINES,TM,EAST REGION,ER,619A4A5A72D3F75A,2014-12-05,39763.9423,38698.1692,7128.35539054,2543106.63427
75479,B03,BLK 619A,POINT (39679.76315120514 38213.01954720356),246,247,1,TAMPINES NORTH,TMSZ01,N,TAMPINES,TM,EAST REGION,ER,619A4A5A72D3F75A,2014-12-05,39763.9423,38698.1692,7128.35539054,2543106.63427
75481,NIL,BLK 609D,POINT (39635.660043763 38433.45065423474),246,247,1,TAMPINES NORTH,TMSZ01,N,TAMPINES,TM,EAST REGION,ER,619A4A5A72D3F75A,2014-12-05,39763.9423,38698.1692,7128.35539054,2543106.63427
75488,NIL,OPP BLK 609D,POINT (39671.90802915767 38440.32983577624),246,247,1,TAMPINES NORTH,TMSZ01,N,TAMPINES,TM,EAST REGION,ER,619A4A5A72D3F75A,2014-12-05,39763.9423,38698.1692,7128.35539054,2543106.63427
75491,NIL,BLK 614,POINT (39500.57895482145 38646.45058551058),246,247,1,TAMPINES NORTH,TMSZ01,N,TAMPINES,TM,EAST REGION,ER,619A4A5A72D3F75A,2014-12-05,39763.9423,38698.1692,7128.35539054,2543106.63427
75499,NIL,OPP BLK 614,POINT (39520.9519150313 38679.25898673572),246,247,1,TAMPINES NORTH,TMSZ01,N,TAMPINES,TM,EAST REGION,ER,619A4A5A72D3F75A,2014-12-05,39763.9423,38698.1692,7128.35539054,2543106.63427
75511,NIL,BLK 610C,POINT (39293.42199314479 38468.15810407884),246,247,1,TAMPINES NORTH,TMSZ01,N,TAMPINES,TM,EAST REGION,ER,619A4A5A72D3F75A,2014-12-05,39763.9423,38698.1692,7128.35539054,2543106.63427
75519,NIL,OPP BLK 610C,POINT (39264.3177671032 38458.56693890318),246,247,1,TAMPINES NORTH,TMSZ01,N,TAMPINES,TM,EAST REGION,ER,619A4A5A72D3F75A,2014-12-05,39763.9423,38698.1692,7128.35539054,2543106.63427
75541,NIL,OPP BLK 648A,POINT (40052.51309034321 38930.65069458634),246,247,1,TAMPINES NORTH,TMSZ01,N,TAMPINES,TM,EAST REGION,ER,619A4A5A72D3F75A,2014-12-05,39763.9423,38698.1692,7128.35539054,2543106.63427
75549,NIL,BLK 648A,POINT (40014.14842964336 38929.0631947089),246,247,1,TAMPINES NORTH,TMSZ01,N,TAMPINES,TM,EAST REGION,ER,619A4A5A72D3F75A,2014-12-05,39763.9423,38698.1692,7128.35539054,2543106.63427
75551,NIL,BLK 641A,POINT (40266.24392912909 38704.55055428855),246,247,1,TAMPINES NORTH,TMSZ01,N,TAMPINES,TM,EAST REGION,ER,619A4A5A72D3F75A,2014-12-05,39763.9423,38698.1692,7128.35539054,2543106.63427
75559,NIL,BLK 646B,POINT (40216.76675608009 38728.09852085449),246,247,1,TAMPINES NORTH,TMSZ01,N,TAMPINES,TM,EAST REGION,ER,619A4A5A72D3F75A,2014-12-05,39763.9423,38698.1692,7128.35539054,2543106.63427
75561,NIL,BLK 648C,POINT (40027.69802424312 38725.27567104436),246,247,1,TAMPINES NORTH,TMSZ01,N,TAMPINES,TM,EAST REGION,ER,619A4A5A72D3F75A,2014-12-05,39763.9423,38698.1692,7128.35539054,2543106.63427
75569,NIL,BLK 636C,POINT (40051.11369860359 38657.806784302),246,247,1,TAMPINES NORTH,TMSZ01,N,TAMPINES,TM,EAST REGION,ER,619A4A5A72D3F75A,2014-12-05,39763.9423,38698.1692,7128.35539054,2543106.63427
75571,NIL,BLK 637B,POINT (40246.52210638206 38418.27901143767),246,247,1,TAMPINES NORTH,TMSZ01,N,TAMPINES,TM,EAST REGION,ER,619A4A5A72D3F75A,2014-12-05,39763.9423,38698.1692,7128.35539054,2543106.63427
75579,NIL,BLK 630B,POINT (40216.80934411101 38410.24889034033),246,247,1,TAMPINES NORTH,TMSZ01,N,TAMPINES,TM,EAST REGION,ER,619A4A5A72D3F75A,2014-12-05,39763.9423,38698.1692,7128.35539054,2543106.63427
76031,B10,TAMPINES EAST STN EXIT B,POINT (41578.58732477576 37477.6505047176),188,189,2,TAMPINES EAST,TMSZ02,N,TAMPINES,TM,EAST REGION,ER,21658EAAF84F4D8D,2014-12-05,41122.547,37392.389,10180.6240914,4339824.13578
76039,B09,TAMPINES EAST STN EXIT C,POINT (41608.4404387679 37468.85479577631),188,189,2,TAMPINES EAST,TMSZ02,N,TAMPINES,TM,EAST REGION,ER,21658EAAF84F4D8D,2014-12-05,41122.547,37392.389,10180.6240914,4339824.13578
76041,B01,BLK 842C,POINT (39468.10913240351 37005.38201387972),181,182,3,TAMPINES WEST,TMSZ03,N,TAMPINES,TM,EAST REGION,ER,2E3EA3D1BBF9A601,2014-12-05,39421.6571,36739.2069,8058.33566026,3475209.88855
76049,B02,OPP BLK 842C,POINT (39479.17890490405 37064.29623122141),181,182,3,TAMPINES WEST,TMSZ03,N,TAMPINES,TM,EAST REGION,ER,2E3EA3D1BBF9A601,2014-12-05,39421.6571,36739.2069,8058.33566026,3475209.88855
76051,B03,OUR TAMPINES HUB,POINT (40027.28609791584 37203.8522977829),181,182,3,TAMPINES WEST,TMSZ03,N,TAMPINES,TM,EAST REGION,ER,2E3EA3D1BBF9A601,2014-12-05,39421.6571,36739.2069,8058.33566026,3475209.88855
76059,B04,OPP OUR TAMPINES HUB,POINT (40054.75840104092 37219.47640210576),188,189,2,TAMPINES EAST,TMSZ02,N,TAMPINES,TM,EAST REGION,ER,21658EAAF84F4D8D,2014-12-05,41122.547,37392.389,10180.6240914,4339824.13578
76061,B01,BLK 938,POINT (40079.47598728351 36698.07999043353),181,182,3,TAMPINES WEST,TMSZ03,N,TAMPINES,TM,EAST REGION,ER,2E3EA3D1BBF9A601,2014-12-05,39421.6571,36739.2069,8058.33566026,3475209.88855
76069,B02,BLK 147,POINT (40106.19085448794 36747.96903040446),188,189,2,TAMPINES EAST,TMSZ02,N,TAMPINES,TM,EAST REGION,ER,21658EAAF84F4D8D,2014-12-05,41122.547,37392.389,10180.6240914,4339824.13578
76071,B02,BLK 141,POINT (40448.91479942389 36689.2077986151),188,189,2,TAMPINES EAST,TMSZ02,N,TAMPINES,TM,EAST REGION,ER,21658EAAF84F4D8D,2014-12-05,41122.547,37392.389,10180.6240914,4339824.13578
76079,B01,BLK 101,POINT (40489.96209682897 36666.62830050662),188,189,2,TAMPINES EAST,TMSZ02,N,TAMPINES,TM,EAST REGION,ER,21658EAAF84F4D8D,2014-12-05,41122.547,37392.389,10180.6240914,4339824.13578
76081,B04,OPP THE HOLY TRINITY CH,POINT (40914.07499673218 36853.7149001006),188,189,2,TAMPINES EAST,TMSZ02,N,TAMPINES,TM,EAST REGION,ER,21658EAAF84F4D8D,2014-12-05,41122.547,37392.389,10180.6240914,4339824.13578
76089,B03,THE HOLY TRINITY CH,POINT (40890.1569987908 36804.31659939699),188,189,2,TAMPINES EAST,TMSZ02,N,TAMPINES,TM,EAST REGION,ER,21658EAAF84F4D8D,2014-12-05,41122.547,37392.389,10180.6240914,4339824.13578
76091,B06,BLK 206,POINT (41298.41589689348 36986.0549027063),188,189,2,TAMPINES EAST,TMSZ02,N,TAMPINES,TM,EAST REGION,ER,21658EAAF84F4D8D,2014-12-05,41122.547,37392.389,10180.6240914,4339824.13578
76099,B05,BLK 285,POINT (41252.54180195928 36928.85889987089),188,189,2,TAMPINES EAST,TMSZ02,N,TAMPINES,TM,EAST REGION,ER,21658EAAF84F4D8D,2014-12-05,41122.547,37392.389,10180.6240914,4339824.13578
76101,B08,TAMPINES EAST CC,POINT (41522.30710322224 37245.84810298309),188,189,2,TAMPINES EAST,TMSZ02,N,TAMPINES,TM,EAST REGION,ER,21658EAAF84F4D8D,2014-12-05,41122.547,37392.389,10180.6240914,4339824.13578
76109,B07,BLK 302,POINT (41552.74349897821 37225.57039817795),188,189,2,TAMPINES EAST,TMSZ02,N,TAMPINES,TM,EAST REGION,ER,21658EAAF84F4D8D,2014-12-05,41122.547,37392.389,10180.6240914,4339824.13578
76111,B06,BLK 945,POINT (39883.78640080895 37077.61450258084),181,182,3,TAMPINES WEST,TMSZ03,N,TAMPINES,TM,EAST REGION,ER,2E3EA3D1BBF9A601,2014-12-05,39421.6571,36739.2069,8058.33566026,3475209.88855
76119,B05,OPP BLK 945,POINT (39890.17490248941 37108.32430135086),181,182,3,TAMPINES WEST,TMSZ03,N,TAMPINES,TM,EAST REGION,ER,2E3EA3D1BBF9A601,2014-12-05,39421.6571,36739.2069,8058.33566026,3475209.88855
76121,B04,opp St. Hilda's Sec Sch,POINT (39672.23920192476 36918.68840017729),181,182,3,TAMPINES WEST,TMSZ03,N,TAMPINES,TM,EAST REGION,ER,2E3EA3D1BBF9A601,2014-12-05,39421.6571,36739.2069,8058.33566026,3475209.88855
76129,B03,St. Hilda's Sec Sch,POINT (39643.46790444851 36878.91619581357),181,182,3,TAMPINES WEST,TMSZ03,N,TAMPINES,TM,EAST REGION,ER,2E3EA3D1BBF9A601,2014-12-05,39421.6571,36739.2069,8058.33566026,3475209.88855
76131,B07,UOB TAMPINES CTR,POINT (40162.29640042782 37108.38710087538),188,189,2,TAMPINES EAST,TMSZ02,N,TAMPINES,TM,EAST REGION,ER,21658EAAF84F4D8D,2014-12-05,41122.547,37392.389,10180.6240914,4339824.13578
76139,B08,OPP CENTURY SQ,POINT (40295.84150173422 37078.36890215613),188,189,2,TAMPINES EAST,TMSZ02,N,TAMPINES,TM,EAST REGION,ER,21658EAAF84F4D8D,2014-12-05,41122.547,37392.389,10180.6240914,4339824.13578
76141,B09,TAMPINES STN/INT,POINT (40554.0431030672 37318.37600159459),188,189,2,TAMPINES EAST,TMSZ02,N,TAMPINES,TM,EAST REGION,ER,21658EAAF84F4D8D,2014-12-05,41122.547,37392.389,10180.6240914,4339824.13578
76149,B10,OPP TAMPINES STN/INT,POINT (40581.95570253581 37300.92789916694),188,189,2,TAMPINES EAST,TMSZ02,N,TAMPINES,TM,EAST REGION,ER,21658EAAF84F4D8D,2014-12-05,41122.547,37392.389,10180.6240914,4339824.13578
76151,B07,BLK 237,POINT (40664.98139896709 37490.47119843587),188,189,2,TAMPINES EAST,TMSZ02,N,TAMPINES,TM,EAST REGION,ER,21658EAAF84F4D8D,2014-12-05,41122.547,37392.389,10180.6240914,4339824.13578
76159,B08,OPP BLK 237,POINT (40669.57379730605 37476.43130021729),188,189,2,TAMPINES EAST,TMSZ02,N,TAMPINES,TM,EAST REGION,ER,21658EAAF84F4D8D,2014-12-05,41122.547,37392.389,10180.6240914,4339824.13578
76161,B02,OPP BLK 248,POINT (40715.17639684305 37179.48239937983),188,189,2,TAMPINES EAST,TMSZ02,N,TAMPINES,TM,EAST REGION,ER,21658EAAF84F4D8D,2014-12-05,41122.547,37392.389,10180.6240914,4339824.13578
76169,B01,BLK 248,POINT (40702.59779878799 37172.80970246159),188,189,2,TAMPINES EAST,TMSZ02,N,TAMPINES,TM,EAST REGION,ER,21658EAAF84F4D8D,2014-12-05,41122.547,37392.389,10180.6240914,4339824.13578
76171,B04,BLK 266,POINT (41041.52080156375 37099.61419752054),188,189,2,TAMPINES EAST,TMSZ02,N,TAMPINES,TM,EAST REGION,ER,21658EAAF84F4D8D,2014-12-05,41122.547,37392.389,10180.6240914,4339824.13578
76179,B03,OPP BLK 266,POINT (41055.52649470139 37091.39792870544),188,189,2,TAMPINES EAST,TMSZ02,N,TAMPINES,TM,EAST REGION,ER,21658EAAF84F4D8D,2014-12-05,41122.547,37392.389,10180.6240914,4339824.13578
76181,B02,BLK 216,POINT (41334.97279733047 37327.01650053076),188,189,2,TAMPINES EAST,TMSZ02,N,TAMPINES,TM,EAST REGION,ER,21658EAAF84F4D8D,2014-12-05,41122.547,37392.389,10180.6240914,4339824.13578
76189,B01,OPP BLK 216,POINT (41291.83488437533 37313.51255010813),188,189,2,TAMPINES EAST,TMSZ02,N,TAMPINES,TM,EAST REGION,ER,21658EAAF84F4D8D,2014-12-05,41122.547,37392.389,10180.6240914,4339824.13578
76191,B03,BLK 401,POINT (40406.8020025529 37663.32940222882),188,189,2,TAMPINES EAST,TMSZ02,N,TAMPINES,TM,EAST REGION,ER,21658EAAF84F4D8D,2014-12-05,41122.547,37392.389,10180.6240914,4339824.13578
76199,B04,BLK 503,POINT (40462.77730251849 37630.18100303598),188,189,2,TAMPINES EAST,TMSZ02,N,TAMPINES,TM,EAST REGION,ER,21658EAAF84F4D8D,2014-12-05,41122.547,37392.389,10180.6240914,4339824.13578
76201,B05,BLK 423,POINT (40745.53562324587 37662.7802133318),188,189,2,TAMPINES EAST,TMSZ02,N,TAMPINES,TM,EAST REGION,ER,21658EAAF84F4D8D,2014-12-05,41122.547,37392.389,10180.6240914,4339824.13578
76209,B06,BLK 233,POINT (40706.6406847937 37633.86549478583),188,189,2,TAMPINES EAST,TMSZ02,N,TAMPINES,TM,EAST REGION,ER,21658EAAF84F4D8D,2014-12-05,41122.547,37392.389,10180.6240914,4339824.13578
76211,B07,BLK 449,POINT (41113.14558573067 37642.98232355528),188,189,2,TAMPINES EAST,TMSZ02,N,TAMPINES,TM,EAST REGION,ER,21658EAAF84F4D8D,2014-12-05,41122.547,37392.389,10180.6240914,4339824.13578
76219,B08,BLK 230E,POINT (41091.05258920882 37618.44631071016),188,189,2,TAMPINES EAST,TMSZ02,N,TAMPINES,TM,EAST REGION,ER,21658EAAF84F4D8D,2014-12-05,41122.547,37392.389,10180.6240914,4339824.13578
76221,B09,TAMPINES EAST STN EXIT A,POINT (41429.07099237107 37607.14899719693),188,189,2,TAMPINES EAST,TMSZ02,N,TAMPINES,TM,EAST REGION,ER,21658EAAF84F4D8D,2014-12-05,41122.547,37392.389,10180.6240914,4339824.13578
76229,B10,OPP TAMPINES EAST STN,POINT (41363.90958877839 37581.84331064299),188,189,2,TAMPINES EAST,TMSZ02,N,TAMPINES,TM,EAST REGION,ER,21658EAAF84F4D8D,2014-12-05,41122.547,37392.389,10180.6240914,4339824.13578
76231,B11,OPP BLK 390,POINT (41817.81510021072 37649.05519723147),188,189,2,TAMPINES EAST,TMSZ02,N,TAMPINES,TM,EAST REGION,ER,21658EAAF84F4D8D,2014-12-05,41122.547,37392.389,10180.6240914,4339824.13578
76239,B12,BLK 390,POINT (41835.64819791075 37624.9290974848),188,189,2,TAMPINES EAST,TMSZ02,N,TAMPINES,TM,EAST REGION,ER,21658EAAF84F4D8D,2014-12-05,41122.547,37392.389,10180.6240914,4339824.13578
76241,B13,BLK 497D,POINT (42013.10289910808 37842.41289758869),188,189,2,TAMPINES EAST,TMSZ02,N,TAMPINES,TM,EAST REGION,ER,21658EAAF84F4D8D,2014-12-05,41122.547,37392.389,10180.6240914,4339824.13578
76249,B14,BLK 370,POINT (42030.49257170781 37817.90094447136),188,189,2,TAMPINES EAST,TMSZ02,N,TAMPINES,TM,EAST REGION,ER,21658EAAF84F4D8D,2014-12-05,41122.547,37392.389,10180.6240914,4339824.13578
76251,B06,BLK 487B,POINT (41906.81269866508 37978.01650180109),188,189,2,TAMPINES EAST,TMSZ02,N,TAMPINES,TM,EAST REGION,ER,21658EAAF84F4D8D,2014-12-05,41122.547,37392.389,10180.6240914,4339824.13578
76259,B05,OPP BLK 487B,POINT (41914.17630255595 37966.24539974518),188,189,2,TAMPINES EAST,TMSZ02,N,TAMPINES,TM,EAST REGION,ER,21658EAAF84F4D8D,2014-12-05,41122.547,37392.389,10180.6240914,4339824.13578
76261,B04,BLK 489B,POINT (41810.6514990069 38190.98470327817),188,189,2,TAMPINES EAST,TMSZ02,N,TAMPINES,TM,EAST REGION,ER,21658EAAF84F4D8D,2014-12-05,41122.547,37392.389,10180.6240914,4339824.13578
76269,B03,OPP BLK 489A,POINT (41802.85109716654 38219.24149879068),188,189,2,TAMPINES EAST,TMSZ02,N,TAMPINES,TM,EAST REGION,ER,21658EAAF84F4D8D,2014-12-05,41122.547,37392.389,10180.6240914,4339824.13578
76271,B02,DUNMAN SEC SCH,POINT (41557.99952999689 38208.50744037144),188,189,2,TAMPINES EAST,TMSZ02,N,TAMPINES,TM,EAST REGION,ER,21658EAAF84F4D8D,2014-12-05,41122.547,37392.389,10180.6240914,4339824.13578
76279,B01,BLK 491C,POINT (41559.59580226988 38228.66250326298),188,189,2,TAMPINES EAST,TMSZ02,N,TAMPINES,TM,EAST REGION,ER,21658EAAF84F4D8D,2014-12-05,41122.547,37392.389,10180.6240914,4339824.13578
76281,B02,JUNYUAN PRI SCH,POINT (39702.10250087176 36629.34360151179),181,182,3,TAMPINES WEST,TMSZ03,N,TAMPINES,TM,EAST REGION,ER,2E3EA3D1BBF9A601,2014-12-05,39421.6571,36739.2069,8058.33566026,3475209.88855
76289,B01,BLK 801,POINT (39674.46390508395 36582.70819601975),181,182,3,TAMPINES WEST,TMSZ03,N,TAMPINES,TM,EAST REGION,ER,2E3EA3D1BBF9A601,2014-12-05,39421.6571,36739.2069,8058.33566026,3475209.88855
76291,B01,ANGSANA PR SCH,POINT (41118.57049690653 36769.83080269769),188,189,2,TAMPINES EAST,TMSZ02,N,TAMPINES,TM,EAST REGION,ER,21658EAAF84F4D8D,2014-12-05,41122.547,37392.389,10180.6240914,4339824.13578
76301,B03,BLK 283,POINT (41382.0676017357 36801.7351983767),188,189,2,TAMPINES EAST,TMSZ02,N,TAMPINES,TM,EAST REGION,ER,21658EAAF84F4D8D,2014-12-05,41122.547,37392.389,10180.6240914,4339824.13578
76311,B01,BLK 460,POINT (41579.96820141561 37781.17919693515),188,189,2,TAMPINES EAST,TMSZ02,N,TAMPINES,TM,EAST REGION,ER,21658EAAF84F4D8D,2014-12-05,41122.547,37392.389,10180.6240914,4339824.13578
76319,B02,OPP BLK 454,POINT (41606.97080186009 37748.69330169447),188,189,2,TAMPINES EAST,TMSZ02,N,TAMPINES,TM,EAST REGION,ER,21658EAAF84F4D8D,2014-12-05,41122.547,37392.389,10180.6240914,4339824.13578
76329,B01,BLK 125,POINT (40968.11780208535 36502.76759714633),188,189,2,TAMPINES EAST,TMSZ02,N,TAMPINES,TM,EAST REGION,ER,21658EAAF84F4D8D,2014-12-05,41122.547,37392.389,10180.6240914,4339824.13578
76339,B03,OPP TAMPINES CHANGKAT CC,POINT (40651.38940115739 36403.76350120455),188,189,2,TAMPINES EAST,TMSZ02,N,TAMPINES,TM,EAST REGION,ER,21658EAAF84F4D8D,2014-12-05,41122.547,37392.389,10180.6240914,4339824.13578
76341,B03,BLK 464,POINT (41580.59329892416 37993.14760280028),188,189,2,TAMPINES EAST,TMSZ02,N,TAMPINES,TM,EAST REGION,ER,21658EAAF84F4D8D,2014-12-05,41122.547,37392.389,10180.6240914,4339824.13578
76349,B04,DUNMAN SEC SCH,POINT (41605.78470011428 38058.10609937645),188,189,2,TAMPINES EAST,TMSZ02,N,TAMPINES,TM,EAST REGION,ER,21658EAAF84F4D8D,2014-12-05,41122.547,37392.389,10180.6240914,4339824.13578
76351,B05,BLK 484,POINT (41317.95499771368 38244.38450329006),188,189,2,TAMPINES EAST,TMSZ02,N,TAMPINES,TM,EAST REGION,ER,21658EAAF84F4D8D,2014-12-05,41122.547,37392.389,10180.6240914,4339824.13578
76359,B06,BLK 493B,POINT (41234.39149867743 38243.44509792887),188,189,2,TAMPINES EAST,TMSZ02,N,TAMPINES,TM,EAST REGION,ER,21658EAAF84F4D8D,2014-12-05,41122.547,37392.389,10180.6240914,4339824.13578
76361,B07,BLK 430,POINT (41016.69609837048 38004.37459853478),188,189,2,TAMPINES EAST,TMSZ02,N,TAMPINES,TM,EAST REGION,ER,21658EAAF84F4D8D,2014-12-05,41122.547,37392.389,10180.6240914,4339824.13578
76369,B08,BLK 496F,POINT (41014.65789936762 38037.66290059872),188,189,2,TAMPINES EAST,TMSZ02,N,TAMPINES,TM,EAST REGION,ER,21658EAAF84F4D8D,2014-12-05,41122.547,37392.389,10180.6240914,4339824.13578
76371,B01,BLK 459,POINT (41455.65550138894 37846.60880215093),188,189,2,TAMPINES EAST,TMSZ02,N,TAMPINES,TM,EAST REGION,ER,21658EAAF84F4D8D,2014-12-05,41122.547,37392.389,10180.6240914,4339824.13578
76389,B01,BLK 442,POINT (41244.44490108639 37940.67739943601),188,189,2,TAMPINES EAST,TMSZ02,N,TAMPINES,TM,EAST REGION,ER,21658EAAF84F4D8D,2014-12-05,41122.547,37392.389,10180.6240914,4339824.13578
76391,B02,BLK 418,POINT (40702.29230293445 37837.53029732965),188,189,2,TAMPINES EAST,TMSZ02,N,TAMPINES,TM,EAST REGION,ER,21658EAAF84F4D8D,2014-12-05,41122.547,37392.389,10180.6240914,4339824.13578
76399,B01,BLK 417,POINT (40674.57270275801 37851.14910078049),188,189,2,TAMPINES EAST,TMSZ02,N,TAMPINES,TM,EAST REGION,ER,21658EAAF84F4D8D,2014-12-05,41122.547,37392.389,10180.6240914,4339824.13578
76401,B05,BLK 230B,POINT (41088.37710111495 37449.23989855684),188,189,2,TAMPINES EAST,TMSZ02,N,TAMPINES,TM,EAST REGION,ER,21658EAAF84F4D8D,2014-12-05,41122.547,37392.389,10180.6240914,4339824.13578
76409,B06,BLK 259,POINT (41082.18650308345 37434.67500318587),188,189,2,TAMPINES EAST,TMSZ02,N,TAMPINES,TM,EAST REGION,ER,21658EAAF84F4D8D,2014-12-05,41122.547,37392.389,10180.6240914,4339824.13578
76411,B01,NGEE ANN SEC SCH,POINT (41819.66929674149 37327.44729839824),188,189,2,TAMPINES EAST,TMSZ02,N,TAMPINES,TM,EAST REGION,ER,21658EAAF84F4D8D,2014-12-05,41122.547,37392.389,10180.6240914,4339824.13578
76419,B02,BLK 307A,POINT (41701.58099717926 37308.29659883492),188,189,2,TAMPINES EAST,TMSZ02,N,TAMPINES,TM,EAST REGION,ER,21658EAAF84F4D8D,2014-12-05,41122.547,37392.389,10180.6240914,4339824.13578
76421,B03,OPP BLK 331,POINT (42091.74120325409 37327.50939824246),188,189,2,TAMPINES EAST,TMSZ02,N,TAMPINES,TM,EAST REGION,ER,21658EAAF84F4D8D,2014-12-05,41122.547,37392.389,10180.6240914,4339824.13578
76429,B04,BLK 331,POINT (42047.12117797602 37313.19198474474),188,189,2,TAMPINES EAST,TMSZ02,N,TAMPINES,TM,EAST REGION,ER,21658EAAF84F4D8D,2014-12-05,41122.547,37392.389,10180.6240914,4339824.13578
76431,B07,BLK 333,POINT (42226.93744885828 37311.89095736295),188,189,2,TAMPINES EAST,TMSZ02,N,TAMPINES,TM,EAST REGION,ER,21658EAAF84F4D8D,2014-12-05,41122.547,37392.389,10180.6240914,4339824.13578
76439,B05,BLK 351,POINT (42384.05402199738 37222.67858374491),188,189,2,TAMPINES EAST,TMSZ02,N,TAMPINES,TM,EAST REGION,ER,21658EAAF84F4D8D,2014-12-05,41122.547,37392.389,10180.6240914,4339824.13578
76441,B05A,OPP BLK 345,POINT (42324.24900720734 37146.79910214618),188,189,2,TAMPINES EAST,TMSZ02,N,TAMPINES,TM,EAST REGION,ER,21658EAAF84F4D8D,2014-12-05,41122.547,37392.389,10180.6240914,4339824.13578
76449,B03,BLK 343,POINT (42217.14690146595 37133.31399686076),188,189,2,TAMPINES EAST,TMSZ02,N,TAMPINES,TM,EAST REGION,ER,21658EAAF84F4D8D,2014-12-05,41122.547,37392.389,10180.6240914,4339824.13578
76451,B03A,BLK 324,POINT (42041.88750369288 37147.47854361869),188,189,2,TAMPINES EAST,TMSZ02,N,TAMPINES,TM,EAST REGION,ER,21658EAAF84F4D8D,2014-12-05,41122.547,37392.389,10180.6240914,4339824.13578
76459,B01,BLK 323,POINT (41949.80940180179 37134.40269795805),188,189,2,TAMPINES EAST,TMSZ02,N,TAMPINES,TM,EAST REGION,ER,21658EAAF84F4D8D,2014-12-05,41122.547,37392.389,10180.6240914,4339824.13578
76461,B02,EDEN CONDO,POINT (42078.87192802597 37581.96139803901),188,189,2,TAMPINES EAST,TMSZ02,N,TAMPINES,TM,EAST REGION,ER,21658EAAF84F4D8D,2014-12-05,41122.547,37392.389,10180.6240914,4339824.13578
76469,B01,EAST SPRING SEC SCH,POINT (42082.10678337235 37597.78885822929),188,189,2,TAMPINES EAST,TMSZ02,N,TAMPINES,TM,EAST REGION,ER,21658EAAF84F4D8D,2014-12-05,41122.547,37392.389,10180.6240914,4339824.13578
76471,B03,BLK 444,POINT (41115.17547439132 37846.06148786657),188,189,2,TAMPINES EAST,TMSZ02,N,TAMPINES,TM,EAST REGION,ER,21658EAAF84F4D8D,2014-12-05,41122.547,37392.389,10180.6240914,4339824.13578
76511,B01,THE TAMPINES TRILLIANT,POINT (39809.00481515005 37941.32231899165),188,189,2,TAMPINES EAST,TMSZ02,N,TAMPINES,TM,EAST REGION,ER,21658EAAF84F4D8D,2014-12-05,41122.547,37392.389,10180.6240914,4339824.13578
76519,B02,BET BLKS 524B/523D,POINT (39784.13393311854 37927.96083912998),188,189,2,TAMPINES EAST,TMSZ02,N,TAMPINES,TM,EAST REGION,ER,21658EAAF84F4D8D,2014-12-05,41122.547,37392.389,10180.6240914,4339824.13578
76521,B03,OPP BLK 519A,POINT (39961.50596653856 37731.84269244224),188,189,2,TAMPINES EAST,TMSZ02,N,TAMPINES,TM,EAST REGION,ER,21658EAAF84F4D8D,2014-12-05,41122.547,37392.389,10180.6240914,4339824.13578
76529,B04,BLK 519A,POINT (39920.86588252522 37735.1764468085),188,189,2,TAMPINES EAST,TMSZ02,N,TAMPINES,TM,EAST REGION,ER,21658EAAF84F4D8D,2014-12-05,41122.547,37392.389,10180.6240914,4339824.13578
76541,NIL,CITYLIFE@TAMPINES,POINT (39920.49489404168 38037.36011765152),188,189,2,TAMPINES EAST,TMSZ02,N,TAMPINES,TM,EAST REGION,ER,21658EAAF84F4D8D,2014-12-05,41122.547,37392.389,10180.6240914,4339824.13578
76549,NIL,OPP CITYLIFE@TAMPINES,POINT (39950.8194731148 38055.88350845501),246,247,1,TAMPINES NORTH,TMSZ01,N,TAMPINES,TM,EAST REGION,ER,619A4A5A72D3F75A,2014-12-05,39763.9423,38698.1692,7128.35539054,2543106.63427
76551,B01,Tampines Stn Exit D,POINT (40268.90580647998 37492.16489776038),188,189,2,TAMPINES EAST,TMSZ02,N,TAMPINES,TM,EAST REGION,ER,21658EAAF84F4D8D,2014-12-05,41122.547,37392.389,10180.6240914,4339824.13578
76559,B02,Aft Tampines Stn Exit E,POINT (40273.58090560045 37526.17789603025),188,189,2,TAMPINES EAST,TMSZ02,N,TAMPINES,TM,EAST REGION,ER,21658EAAF84F4D8D,2014-12-05,41122.547,37392.389,10180.6240914,4339824.13578
77008,NIL,PASIR RIS INT,POINT (40905.06009672582 39551.63420013338),253,254,3,PASIR RIS CENTRAL,PRSZ03,N,PASIR RIS,PR,EAST REGION,ER,FF244AAC9D31CDAF,2014-12-05,40755.9017,39341.7477,5273.2390021,1511487.38408
77009,NIL,PASIR RIS INT,POINT (40958.64329854399 39578.1656985376),253,254,3,PASIR RIS CENTRAL,PRSZ03,N,PASIR RIS,PR,EAST REGION,ER,FF244AAC9D31CDAF,2014-12-05,40755.9017,39341.7477,5273.2390021,1511487.38408
77011,B15,OPP BLK 515,POINT (40153.31876164861 39539.45985173434),253,254,3,PASIR RIS CENTRAL,PRSZ03,N,PASIR RIS,PR,EAST REGION,ER,FF244AAC9D31CDAF,2014-12-05,40755.9017,39341.7477,5273.2390021,1511487.38408
